number,city,city_ascii,lat,lng,country,iso2,iso3,admin_name,capital,population,id
1149,KruÅ¡evac,Krusevac,43.581,21.3352,Serbia,RS,SRB,KruÅ¡evac,admin,,1688595236
1150,Hrastnik,Hrastnik,46.1461,15.0814,Slovenia,SI,SVN,Hrastnik,admin,,1705818009
1151,Hunedoara,Hunedoara,45.75,22.9,Romania,RO,ROU,Hunedoara,admin,,1642078107
1152,Dingli,Dingli,35.8614,14.3822,Malta,MT,MLT,Dingli,admin,,1470281352
1153,Ankaran,Ankaran,45.5786,13.7361,Slovenia,SI,SVN,Ankaran,admin,,1705521676
1154,Lendava,Lendava,46.5614,16.4506,Slovenia,SI,SVN,Lendava,admin,,1705653525
1155,Spodnje HoÄe,Spodnje Hoce,46.5,15.65,Slovenia,SI,SVN,HoÄe-Slivnica,admin,,1705379997
1156,Selnica ob Dravi,Selnica ob Dravi,46.55,15.495,Slovenia,SI,SVN,Selnica ob Dravi,admin,,1705864774
1157,Despotovac,Despotovac,44.0932,21.444,Serbia,RS,SRB,Despotovac,admin,,1688388893
1158,Mauren,Mauren,47.2205,9.5426,Liechtenstein,LI,LIE,Mauren,admin,,1438767966
1159,Å martno pri Litiji,Smartno pri Litiji,46.0444,14.8442,Slovenia,SI,SVN,Å martno pri Litiji,admin,,1705164835
1160,Magas,Magas,43.1667,44.8,Russia,RU,RUS,Ingushetiya,admin,,1643520048
1161,XagÄ§ra,Xaghra,36.05,14.2644,Malta,MT,MLT,XagÄ§ra,admin,,1470781874
1162,Lenart v Slovenskih Goricah,Lenart v Slovenskih Goricah,46.5761,15.8314,Slovenia,SI,SVN,Lenart,admin,,1705719159
1163,MoravÄe,Moravce,46.1369,14.745,Slovenia,SI,SVN,MoravÄe,admin,,1705291500
1164,Imdina,Imdina,35.8869,14.4025,Malta,MT,MLT,Imdina,admin,,1470959100
1165,Sevastopolâ€™,Sevastopol',44.5883,33.5224,Ukraine,UA,UKR,"Sevastopolâ€™, Misto",admin,,1804806030
1166,Kladovo,Kladovo,44.6073,22.6155,Serbia,RS,SRB,Kladovo,admin,,1688823592
1167,DelÃ©mont,Delemont,47.3664,7.329,Switzerland,CH,CHE,Jura,admin,,1756748908
1168,Kanal,Kanal,46.0886,13.6397,Slovenia,SI,SVN,Kanal,admin,,1705955833
1169,Sankt PÃ¶lten,Sankt Polten,48.2,15.6333,Austria,AT,AUT,NiederÃ¶sterreich,admin,,1040313109
1170,Nadur,Nadur,36.0378,14.2942,Malta,MT,MLT,Nadur,admin,,1470985739
1171,Nazarje,Nazarje,46.3176,14.9467,Slovenia,SI,SVN,Nazarje,admin,,1705598784
1172,MengeÅ¡,Menges,46.1669,14.575,Slovenia,SI,SVN,MengeÅ¡,admin,,1705274788
1173,PanÄevo,Pancevo,44.8713,20.6443,Serbia,RS,SRB,PanÄevo,admin,,1688356974
1174,Brezovica,Brezovica,46.0333,14.4,Slovenia,SI,SVN,Brezovica,admin,,1705190624
1175,ZreÄe,Zrece,46.3833,15.3667,Slovenia,SI,SVN,ZreÄe,admin,,1705764665
1176,Preddvor,Preddvor,46.3025,14.4231,Slovenia,SI,SVN,Preddvor,admin,,1705403351
1177,Vuzenica,Vuzenica,46.5964,15.1672,Slovenia,SI,SVN,Vuzenica,admin,,1705639122
1178,Munxar,Munxar,36.03,14.2333,Malta,MT,MLT,Munxar,admin,,1470116785
1179,Vrhnika,Vrhnika,45.9661,14.2956,Slovenia,SI,SVN,Vrhnika,admin,,1705071756
1180,Pirot,Pirot,43.1617,22.5871,Serbia,RS,SRB,Pirot,admin,,1688324137
1181,Domagnano,Domagnano,43.9492,12.4686,San Marino,SM,SMR,Domagnano,admin,,1674267133
1182,Woolwich,Woolwich,51.4667,0.2,United Kingdom,GB,GBR,Greenwich,admin,,1826479020
1183,Sevnica,Sevnica,46.0078,15.3156,Slovenia,SI,SVN,Sevnica,admin,,1705218575
1184,PoljÄane,Poljcane,46.3119,15.5792,Slovenia,SI,SVN,PoljÄane,admin,,1705286007
1185,Vlasotince,Vlasotince,42.9659,22.1272,Serbia,RS,SRB,Vlasotince,admin,,1688116678
1186,Å½iri,Ziri,46.0422,14.1072,Slovenia,SI,SVN,Å½iri,admin,,1705440220
1187,Å marje pri JelÅ¡ah,Smarje pri Jelsah,46.2272,15.5192,Slovenia,SI,SVN,Å marje pri JelÅ¡ah,admin,,1705373506
1188,Komenda,Komenda,46.2038,14.5407,Slovenia,SI,SVN,Komenda,admin,,1705295612
1189,Metlika,Metlika,45.6472,15.3142,Slovenia,SI,SVN,Metlika,admin,,1705008169
1190,Sannat,Sannat,36.0244,14.2428,Malta,MT,MLT,Sannat,admin,,1470546177
1191,Vojnik,Vojnik,46.2933,15.3033,Slovenia,SI,SVN,Vojnik,admin,,1705662463
1192,Medvode,Medvode,46.1333,14.4333,Slovenia,SI,SVN,Medvode,admin,,1705158152
1193,Å kofljica,Skofljica,45.9833,14.5767,Slovenia,SI,SVN,Å kofljica,admin,,1705067758
1194,Remich,Remich,49.545,6.3669,Luxembourg,LU,LUX,Remich,admin,,1442971283
1195,Muta,Muta,46.6114,15.1661,Slovenia,SI,SVN,Muta,admin,,1705459961
1196,Radenci,Radenci,46.6472,16.0442,Slovenia,SI,SVN,Radenci,admin,,1705609332
1197,Eschen,Eschen,47.2109,9.5216,Liechtenstein,LI,LIE,Eschen,admin,,1438692471
1198,Bled,Bled,46.3692,14.1136,Slovenia,SI,SVN,Bled,admin,,1705655016
1199,Spodnji Duplek,Spodnji Duplek,46.5031,15.7453,Slovenia,SI,SVN,Duplek,admin,,1705953692
1200,Trstenik,Trstenik,43.6169,21.0025,Serbia,RS,SRB,Trstenik,admin,,1688148503
1201,Schellenberg,Schellenberg,47.2325,9.5463,Liechtenstein,LI,LIE,Schellenberg,admin,,1438649917
1202,Acquaviva,Acquaviva,43.9453,12.4183,San Marino,SM,SMR,Acquaviva,admin,,1674696011
1203,SiÄ¡Ä¡iewi,Siggiewi,35.8556,14.4364,Malta,MT,MLT,SiÄ¡Ä¡iewi,admin,,1470181462
1204,Rabat,Rabat,35.8822,14.3981,Malta,MT,MLT,Rabat,admin,,1470262687
1205,Hamilton,Hamilton,55.7667,-4.0333,United Kingdom,GB,GBR,South Lanarkshire,admin,,1826692620
1206,Borovnica,Borovnica,45.9158,14.3631,Slovenia,SI,SVN,Borovnica,admin,,1705665714
1207,Ljutomer,Ljutomer,46.5208,16.1975,Slovenia,SI,SVN,Ljutomer,admin,,1705303708
1208,Idrija,Idrija,46.0028,14.0306,Slovenia,SI,SVN,Idrija,admin,,1705472042
1209,Log pri Brezovici,Log pri Brezovici,46.0167,14.3667,Slovenia,SI,SVN,Log-Dragomer,admin,,1705822369
1210,Naklo,Naklo,46.2728,14.3172,Slovenia,SI,SVN,Naklo,admin,,1705637872
1211,Prokuplje,Prokuplje,43.2383,21.5932,Serbia,RS,SRB,Prokuplje,admin,,1688111468
1212,BatoÄina,Batocina,44.1547,21.0799,Serbia,RS,SRB,BatoÄina,admin,,1688299986
1213,MellieÄ§a,Mellieha,35.9564,14.3622,Malta,MT,MLT,MellieÄ§a,admin,,1470660015
1214,Sopron,Sopron,47.6864,16.5906,Hungary,HU,HUN,Sopron,admin,,1348988570
1215,VrnjaÄka Banja,Vrnjacka Banja,43.6223,20.8956,Serbia,RS,SRB,VrnjaÄka Banja,admin,,1688549018
1216,Oplotnica,Oplotnica,46.3878,15.4467,Slovenia,SI,SVN,Oplotnica,admin,,1705182651
1217,Fiorentino,Fiorentino,43.9092,12.4581,San Marino,SM,SMR,Fiorentino,admin,,1674000001
1218,TÃ¸nsberg,Tonsberg,59.2858,10.4181,Norway,NO,NOR,Vestfold,admin,,1578658467
1219,OrmoÅ¾,Ormoz,46.4114,16.1544,Slovenia,SI,SVN,OrmoÅ¾,admin,,1705413437
1220,Dimitrovgrad,Dimitrovgrad,43.0155,22.7776,Serbia,RS,SRB,Dimitrovgrad,admin,,1688139023
1221,ÄŒakovec,Cakovec,46.3844,16.4339,Croatia,HR,HRV,MeÄ‘imurska Å½upanija,admin,,1191424625
1222,Å enÄur,Sencur,46.2456,14.4197,Slovenia,SI,SVN,Å enÄur,admin,,1705968659
1223,Mirna,Mirna,45.9553,15.0619,Slovenia,SI,SVN,Mirna,admin,,1705033855
1224,RaÄe,Race,46.4519,15.6814,Slovenia,SI,SVN,RaÄe-Fram,admin,,1705643433
1225,Lelystad,Lelystad,52.5176,5.474,Netherlands,NL,NLD,Flevoland,admin,,1528990721
1226,ÄŒrnomelj,Crnomelj,45.5711,15.1889,Slovenia,SI,SVN,ÄŒrnomelj,admin,,1705132468
1227,Vitanje,Vitanje,46.3817,15.2958,Slovenia,SI,SVN,Vitanje,admin,,1705925648
1228,Sremski Karlovci,Sremski Karlovci,45.2021,19.9325,Serbia,RS,SRB,Sremski Karlovci,admin,,1688215764
1229,Doljevac,Doljevac,43.1968,21.8334,Serbia,RS,SRB,Doljevac,admin,,1688354392
1230,GÄ§ajnsielem,Ghajnsielem,36.0264,14.285,Malta,MT,MLT,GÄ§ajnsielem,admin,,1470050658
1231,Lifford,Lifford,54.8319,-7.4836,Ireland,IE,IRL,Donegal,admin,,1372149317
1232,Lewes,Lewes,50.8667,-0.0167,United Kingdom,GB,GBR,East Sussex,admin,,1826774397
1233,Koprivnica,Koprivnica,46.1628,16.8275,Croatia,HR,HRV,KoprivniÄko-KriÅ¾evaÄka Å½upanija,admin,,1191924250
1234,Maidenhead,Maidenhead,51.5167,-0.7,United Kingdom,GB,GBR,Windsor and Maidenhead,admin,,1826979451
1235,KanjiÅ¾a,Kanjiza,46.0635,20.0504,Serbia,RS,SRB,KanjiÅ¾a,admin,,1688731968
1236,Å entjernej,Sentjernej,45.84,15.3361,Slovenia,SI,SVN,Å entjernej,admin,,1705329272
1237,Chicksands,Chicksands,52.0333,-0.3667,United Kingdom,GB,GBR,Central Bedfordshire,admin,,1826903198
1238,Velika Plana,Velika Plana,44.3323,21.0751,Serbia,RS,SRB,Velika Plana,admin,,1688536735
1239,Qala,Qala,36.0361,14.3094,Malta,MT,MLT,Qala,admin,,1470520722
1240,Montegiardino,Montegiardino,43.9092,12.4833,San Marino,SM,SMR,Montegiardino,admin,,1674000002
1241,Ebbw Vale,Ebbw Vale,51.7833,-3.2,United Kingdom,GB,GBR,Blaenau Gwent,admin,,1826821223
1242,Nagykanizsa,Nagykanizsa,46.4561,16.9883,Hungary,HU,HUN,Nagykanizsa,admin,,1348509592
1243,Svilajnac,Svilajnac,44.2383,21.197,Serbia,RS,SRB,Svilajnac,admin,,1688007802
1244,Vukovar,Vukovar,45.3433,18.9997,Croatia,HR,HRV,Vukovarsko-Srijemska Å½upanija,admin,,1191345427
1245,Santa LuÄ‹ija,Santa Lucija,36.0431,14.2172,Malta,MT,MLT,Santa LuÄ‹ija,admin,,1470880833
1246,Slough,Slough,51.5,-0.5833,United Kingdom,GB,GBR,Slough,admin,,1826807636
1247,MajÅ¡perk,Majsperk,46.3517,15.7336,Slovenia,SI,SVN,MajÅ¡perk,admin,,1705147774
1248,Southport,Southport,53.6667,-3,United Kingdom,GB,GBR,Sefton,admin,,1826271387
1249,Svrljig,Svrljig,43.4129,22.1252,Serbia,RS,SRB,Svrljig,admin,,1688519603
1250,Horjul,Horjul,46.0236,14.2992,Slovenia,SI,SVN,Horjul,admin,,1705243858
1251,Postojna,Postojna,45.7769,14.2167,Slovenia,SI,SVN,Postojna,admin,,1705090259
1252,LuÄe,Luce,46.3561,14.7467,Slovenia,SI,SVN,LuÄe,admin,,1705042629
1253,Spodnja Hajdina,Spodnja Hajdina,46.4089,15.8469,Slovenia,SI,SVN,Hajdina,admin,,1705733801
1254,Å id,Sid,45.1276,19.2267,Serbia,RS,SRB,Å id,admin,,1688899483
1255,Negotin,Negotin,44.2264,22.5308,Serbia,RS,SRB,Negotin,admin,,1688309283
1256,Grimsby,Grimsby,53.5333,-0.05,United Kingdom,GB,GBR,North East Lincolnshire,admin,,1826700880
1257,Telford,Telford,52.6333,-2.5,United Kingdom,GB,GBR,Telford and Wrekin,admin,,1826968934
1258,Zgornje Gorje,Zgornje Gorje,46.3833,14.0833,Slovenia,SI,SVN,Gorje,admin,,1705342044
1259,Pivka,Pivka,45.6794,14.1967,Slovenia,SI,SVN,Pivka,admin,,1705709650
1260,BraslovÄe,Braslovce,46.2897,15.0389,Slovenia,SI,SVN,BraslovÄe,admin,,1705126731
1261,Tivat,Tivat,42.4364,18.6961,Montenegro,ME,MNE,Tivat,admin,,1499952005
1262,Lovrenc na Pohorju,Lovrenc na Pohorju,46.5406,15.3931,Slovenia,SI,SVN,Lovrenc na Pohorju,admin,,1705376318
1263,Ruggell,Ruggell,47.2408,9.5247,Liechtenstein,LI,LIE,Ruggell,admin,,1438787609
1264,Pesnica pri Mariboru,Pesnica pri Mariboru,46.6069,15.6767,Slovenia,SI,SVN,Pesnica,admin,,1705389455
1265,Cerknica,Cerknica,45.7931,14.3625,Slovenia,SI,SVN,Cerknica,admin,,1705932096
1266,Gamprin,Gamprin,47.2197,9.5113,Liechtenstein,LI,LIE,Gamprin,admin,,1438568521
1267,Bojnik,Bojnik,43.0142,21.718,Serbia,RS,SRB,Bojnik,admin,,1688559807
1268,Capellen,Capellen,49.645,5.9908,Luxembourg,LU,LUX,Capellen,admin,,1442533571
1269,Vodice,Vodice,46.2,14.5,Slovenia,SI,SVN,Vodice,admin,,1705728443
1270,Dobrna,Dobrna,46.3375,15.2264,Slovenia,SI,SVN,Dobrna,admin,,1705353787
1271,Wiltz,Wiltz,49.9689,5.9319,Luxembourg,LU,LUX,Wiltz,admin,,1442345477
1272,Å entilj,Sentilj,46.6817,15.6481,Slovenia,SI,SVN,Å entilj,admin,,1705840723
1273,Vransko,Vransko,46.2439,14.9514,Slovenia,SI,SVN,Vransko,admin,,1705616966
1274,VrÅ¡ac,Vrsac,45.1175,21.2983,Serbia,RS,SRB,VrÅ¡ac,admin,,1688560040
1275,Å entrupert,Sentrupert,45.9778,15.0956,Slovenia,SI,SVN,Å entrupert,admin,,1705083565
1276,Odranci,Odranci,46.5867,16.2803,Slovenia,SI,SVN,Odranci,admin,,1705912877
1277,Logatec,Logatec,45.9144,14.2258,Slovenia,SI,SVN,Logatec,admin,,1705275257
1278,Å»ebbuÄ¡,Zebbug,36.0722,14.2358,Malta,MT,MLT,Å»ebbuÄ¡ (Ghawdex),admin,,1470804129
1279,Bohinjska Bistrica,Bohinjska Bistrica,46.2769,13.955,Slovenia,SI,SVN,Bohinj,admin,,1705094350
1280,Schaan,Schaan,47.1661,9.5096,Liechtenstein,LI,LIE,Schaan,admin,,1438982330
1281,Encamp,Encamp,42.5361,1.5828,Andorra,AD,AND,Encamp,admin,,1020417470
1282,AjdovÅ¡Äina,Ajdovscina,45.8875,13.9111,Slovenia,SI,SVN,AjdovÅ¡Äina,admin,,1705580792
1283,Trzin,Trzin,46.1333,14.5667,Slovenia,SI,SVN,Trzin,admin,,1705707595
1284,GoriÅ¡nica,Gorisnica,46.4147,16.0139,Slovenia,SI,SVN,GoriÅ¡nica,admin,,1705561619
1285,ImÄ¡arr,Imgarr,35.9206,14.3664,Malta,MT,MLT,ImÄ¡arr,admin,,1470038163
1286,VolÄja Draga,Volcja Draga,45.9069,13.6775,Slovenia,SI,SVN,RenÄe-Vogrsko,admin,,1705547222
1287,Salaspils,Salaspils,56.861,24.3498,Latvia,LV,LVA,Salaspils Novads,admin,,1428270898
1288,Kikinda,Kikinda,45.8323,20.4682,Serbia,RS,SRB,Kikinda,admin,,1688358284
1289,Dornava,Dornava,46.4367,15.9536,Slovenia,SI,SVN,Dornava,admin,,1705023699
1290,Beltinci,Beltinci,46.6053,16.2406,Slovenia,SI,SVN,Beltinci,admin,,1705238814
1291,Topola,Topola,44.2544,20.6824,Serbia,RS,SRB,Topola,admin,,1688000008
1292,Sokobanja,Sokobanja,43.6453,21.8692,Serbia,RS,SRB,Sokobanja,admin,,1688282797
1293,Balzers,Balzers,47.0667,9.5025,Liechtenstein,LI,LIE,Balzers,admin,,1438263000
1294,Swindon,Swindon,51.5167,-1.7833,United Kingdom,GB,GBR,Swindon,admin,,1826498106
1295,Bela Crkva,Bela Crkva,44.9015,21.4234,Serbia,RS,SRB,Bela Crkva,admin,,1688101335
1296,Å½elezniki,Zelezniki,46.2333,14.1667,Slovenia,SI,SVN,Å½elezniki,admin,,1705885002
1297,Echternach,Echternach,49.8056,6.4222,Luxembourg,LU,LUX,Echternach,admin,,1442794725
1298,Dol pri Ljubljani,Dol pri Ljubljani,46.0886,14.6008,Slovenia,SI,SVN,Dol pri Ljubljani,admin,,1705717325
1299,Ig,Ig,45.9603,14.5289,Slovenia,SI,SVN,Ig,admin,,1705409266
1300,Falkirk,Falkirk,56,-3.7667,United Kingdom,GB,GBR,Falkirk,admin,,1826502864
1301,SeÅ¾ana,Sezana,45.7069,13.8722,Slovenia,SI,SVN,SeÅ¾ana,admin,,1705079549
1302,Visaginas,Visaginas,55.5968,26.4398,Lithuania,LT,LTU,Visaginas,admin,,1440984232
1303,BrÄko,Brcko,44.87,18.8101,Bosnia And Herzegovina,BA,BIH,Brcko District,admin,,1070370826
1304,Gorenja Vas,Gorenja Vas,46.1072,14.1481,Slovenia,SI,SVN,Gorenja Vas-Poljane,admin,,1705961189
1305,Bjelovar,Bjelovar,45.8986,16.8489,Croatia,HR,HRV,Bjelovarsko-Bilogorska Å½upanija,admin,,1191340640
1306,GÄ§arb,Gharb,36.06,14.2089,Malta,MT,MLT,GÄ§arb,admin,,1470113453
1307,Cerkno,Cerkno,46.1256,13.9817,Slovenia,SI,SVN,Cerkno,admin,,1705759580
1308,Sandbach,Sandbach,53.1333,-2.3667,United Kingdom,GB,GBR,Cheshire East,admin,,1826911682
1309,Stari Trg pri LoÅ¾u,Stari Trg pri Lozu,45.7128,14.4694,Slovenia,SI,SVN,LoÅ¡ka Dolina,admin,,1705849784
1310,Chiesanuova,Chiesanuova,43.9061,12.4214,San Marino,SM,SMR,Chiesanuova,admin,,1674546686
1311,Sveti Jurij ob Å Äavnici,Sveti Jurij ob Scavnici,46.5695,16.0235,Slovenia,SI,SVN,Sveti Jurij ob Å Äavnici,admin,,1705832384
1312,ReÄica ob Savinji,Recica ob Savinji,46.3167,14.9167,Slovenia,SI,SVN,ReÄica ob Savinji,admin,,1705082644
1313,Videm,Videm,45.85,14.6942,Slovenia,SI,SVN,Dobrepolje,admin,,1705074870
1314,Ljubno,Ljubno,46.3456,14.835,Slovenia,SI,SVN,Ljubno,admin,,1705083617
1315,Ulbroka,Ulbroka,56.9363,24.3039,Latvia,LV,LVA,StopiÅ†u Novads,admin,,1428511061
1316,StraÅ¾a,Straza,45.78,15.0728,Slovenia,SI,SVN,StraÅ¾a,admin,,1705491164
1317,Senta,Senta,45.9273,20.0789,Serbia,RS,SRB,Senta,admin,,1688368364
1318,TiÅ¡ina,Tisina,46.6581,16.0917,Slovenia,SI,SVN,TiÅ¡ina,admin,,1705811179
1319,Å marjeÅ¡ke Toplice,Smarjeske Toplice,45.862,15.2231,Slovenia,SI,SVN,Å marjeÅ¡ke Toplice,admin,,1705361649
1320,KidriÄevo,Kidricevo,46.4036,15.7911,Slovenia,SI,SVN,KidriÄevo,admin,,1705321982
1321,SemiÄ,Semic,45.6461,15.1822,Slovenia,SI,SVN,SemiÄ,admin,,1705653513
1322,PoÅ¾ega,Pozega,45.3403,17.6853,Croatia,HR,HRV,PoÅ¾eÅ¡ko-Slavonska Å½upanija,admin,,1191353181
1323,StarÅ¡e,Starse,46.4658,15.7672,Slovenia,SI,SVN,StarÅ¡e,admin,,1705557844
1324,BaÄka Palanka,Backa Palanka,45.2519,19.3916,Serbia,RS,SRB,BaÄka Palanka,admin,,1688918464
1325,Dobrovo,Dobrovo,45.9964,13.5264,Slovenia,SI,SVN,Brda,admin,,1705226459
1326,TurniÅ¡Äe,Turnisce,46.6278,16.3203,Slovenia,SI,SVN,TurniÅ¡Äe,admin,,1705851676
1327,Blace,Blace,43.297,21.2727,Serbia,RS,SRB,Blace,admin,,1688233004
1328,La Massana,La Massana,42.5434,1.5148,Andorra,AD,AND,La Massana,admin,,1020543453
1329,Tabor,Tabor,46.2361,15.0183,Slovenia,SI,SVN,Tabor,admin,,1705756002
1330,KriÅ¾evci pri Ljutomeru,Krizevci pri Ljutomeru,46.5683,16.1386,Slovenia,SI,SVN,KriÅ¾evci,admin,,1705138690
1331,Winchester,Winchester,51.0167,-1.3167,United Kingdom,GB,GBR,Hampshire,admin,,1826967267
1332,Vianden,Vianden,49.935,6.2089,Luxembourg,LU,LUX,Vianden,admin,,1442979391
1333,Ada,Ada,45.8027,20.1285,Serbia,RS,SRB,Ada,admin,,1688687750
1334,Sveta Trojica v Slovenskih Goricah,Sveta Trojica v Slovenskih Goricah,46.5767,15.8769,Slovenia,SI,SVN,Sveta Trojica v Slovenskih Goricah,admin,,1705659496
1335,Sveta Ana v Slovenskih Goricah,Sveta Ana v Slovenskih Goricah,46.6492,15.8442,Slovenia,SI,SVN,Sveta Ana,admin,,1705062986
1336,Tolmin,Tolmin,46.1864,13.7361,Slovenia,SI,SVN,Tolmin,admin,,1705602247
1337,Pazardzhik,Pazardzhik,42.2,24.3333,Bulgaria,BG,BGR,Pazardzhik,admin,,1100273248
1338,Triesen,Triesen,47.1101,9.524,Liechtenstein,LI,LIE,Triesen,admin,,1438826448
1339,Benedikt v Slovenskih Goricah,Benedikt v Slovenskih Goricah,46.6086,15.8883,Slovenia,SI,SVN,Benedikt,admin,,1705523597
1340,Sant JuliÃ  de LÃ²ria,Sant Julia de Loria,42.4664,1.4933,Andorra,AD,AND,Sant JuliÃ  de LÃ²ria,admin,,1020885733
1341,Palanga,Palanga,55.9203,21.071,Lithuania,LT,LTU,Palangos Miestas,admin,,1440868798
1342,Faetano,Faetano,43.9261,12.4981,San Marino,SM,SMR,Faetano,admin,,1674994606
1343,Mirna PeÄ,Mirna Pec,45.8603,15.0833,Slovenia,SI,SVN,Mirna PeÄ,admin,,1705096910
1344,Apatin,Apatin,45.6709,18.9843,Serbia,RS,SRB,Apatin,admin,,1688081748
1345,MÄrupe,Marupe,56.9032,24.0467,Latvia,LV,LVA,MÄrupes Novads,admin,,1428162714
1346,Novi Pazar,Novi Pazar,43.1375,20.5149,Serbia,RS,SRB,Novi Pazar,admin,,1688435541
1347,San Lawrenz,San Lawrenz,36.0556,14.2036,Malta,MT,MLT,San Lawrenz,admin,,1470602161
1348,RadeÄe,Radece,46.0681,15.1839,Slovenia,SI,SVN,RadeÄe,admin,,1705420341
1349,Matlock,Matlock,53.1333,-1.5333,United Kingdom,GB,GBR,Derbyshire,admin,,1826168850
1350,Mersch,Mersch,49.7489,6.1061,Luxembourg,LU,LUX,Mersch,admin,,1442283324
1351,Budva,Budva,42.2864,18.84,Montenegro,ME,MNE,Budva,admin,,1499564238
1352,Sombor,Sombor,45.7742,19.1151,Serbia,RS,SRB,Sombor,admin,,1688575779
1353,OdÅ¾aci,Odzaci,45.5076,19.2606,Serbia,RS,SRB,OdÅ¾aci,admin,,1688373834
1354,Destrnik,Destrnik,46.5006,15.875,Slovenia,SI,SVN,Destrnik,admin,,1705579309
1355,Tuzi,Tuzi,42.3656,19.3314,Montenegro,ME,MNE,,admin,,1499325970
1356,Sarpsborg,Sarpsborg,59.2833,11.1167,Norway,NO,NOR,Ã˜stfold,admin,,1578097769
1357,VerÅ¾ej,Verzej,46.5836,16.1653,Slovenia,SI,SVN,VerÅ¾ej,admin,,1705529436
1358,Zgornja Kungota,Zgornja Kungota,46.6392,15.6156,Slovenia,SI,SVN,Kungota,admin,,1705104301
1359,Ä†uprija,Cuprija,43.9284,21.3745,Serbia,RS,SRB,Ä†uprija,admin,,1688642855
1360,ÄŒrenÅ¡ovci,Crensovci,46.5744,16.2906,Slovenia,SI,SVN,ÄŒrenÅ¡ovci,admin,,1705698578
1361,Kobarid,Kobarid,46.2481,13.5772,Slovenia,SI,SVN,Kobarid,admin,,1705651680
1362,Markovci,Markovci,46.3833,15.95,Slovenia,SI,SVN,Markovci,admin,,1705493301
1363,Arilje,Arilje,43.755,20.097,Serbia,RS,SRB,Arilje,admin,,1688798017
1364,Kovin,Kovin,44.7482,20.9766,Serbia,RS,SRB,Kovin,admin,,1688830508
1365,Boljevac,Boljevac,43.8321,21.9609,Serbia,RS,SRB,Boljevac,admin,,1688076013
1366,Vipava,Vipava,45.8467,13.9631,Slovenia,SI,SVN,Vipava,admin,,1705864633
1367,Ilirska Bistrica,Ilirska Bistrica,45.5697,14.2408,Slovenia,SI,SVN,Ilirska Bistrica,admin,,1705031705
1368,Saulkrasti,Saulkrasti,57.2599,24.4189,Latvia,LV,LVA,Saulkrastu Novads,admin,,1428934591
1369,Å½uÅ¾emberk,Zuzemberk,45.8339,14.9292,Slovenia,SI,SVN,Å½uÅ¾emberk,admin,,1705027920
1370,Ialoveni,Ialoveni,46.9435,28.7823,Moldova,MD,MDA,Ialoveni,admin,,1498897259
1371,KosjeriÄ‡,Kosjeric,43.9987,19.9079,Serbia,RS,SRB,KosjeriÄ‡,admin,,1688365764
1372,Dobrova,Dobrova,46.055,14.4172,Slovenia,SI,SVN,Dobrova-Polhov Gradec,admin,,1705653264
1373,Permâ€™,Perm',58.0174,56.2855,Russia,RU,RUS,Permskiy Kray,admin,,1643294442
1374,Velike LaÅ¡Äe,Velike Lasce,45.8322,14.6364,Slovenia,SI,SVN,Velike LaÅ¡Äe,admin,,1705618557
1375,Puconci,Puconci,46.7067,16.1564,Slovenia,SI,SVN,Puconci,admin,,1705677747
1376,Å kocjan,Skocjan,45.9067,15.2914,Slovenia,SI,SVN,Å kocjan,admin,,1705940381
1377,Kardzhali,Kardzhali,41.65,25.3667,Bulgaria,BG,BGR,Kardzhali,admin,,1100473094
1378,BaÄka Topola,Backa Topola,45.8152,19.6369,Serbia,RS,SRB,BaÄka Topola,admin,,1688533352
1379,Dolenjske Toplice,Dolenjske Toplice,45.7667,15.0667,Slovenia,SI,SVN,Dolenjske Toplice,admin,,1705395845
1380,Drochia,Drochia,48.0355,27.8129,Moldova,MD,MDA,Drochia,admin,,1498968635
1381,Ä†iÄ‡evac,Cicevac,43.72,21.4436,Serbia,RS,SRB,Ä†iÄ‡evac,admin,,1688834584
1382,Mokronog,Mokronog,45.9342,15.1408,Slovenia,SI,SVN,Mokronog-Trebelno,admin,,1705336506
1383,Herceg-Novi,Herceg-Novi,42.4531,18.5375,Montenegro,ME,MNE,Herceg Novi,admin,,1499673791
1384,PlandiÅ¡te,Plandiste,45.2292,21.1238,Serbia,RS,SRB,PlandiÅ¡te,admin,,1688176320
1385,RogaÅ¡ovci,Rogasovci,46.8,16.0333,Slovenia,SI,SVN,RogaÅ¡ovci,admin,,1705970248
1386,Virovitica,Virovitica,45.8319,17.3839,Croatia,HR,HRV,VirovitiÄko-Podravska Å½upanija,admin,,1191128636
1387,Kozina,Kozina,45.61,13.9356,Slovenia,SI,SVN,Hrpelje-Kozina,admin,,1705465646
1388,Cankova,Cankova,46.7208,16.0225,Slovenia,SI,SVN,Cankova,admin,,1705097170
1389,Velika Polana,Velika Polana,46.5719,16.3469,Slovenia,SI,SVN,Velika Polana,admin,,1705627212
1390,SrediÅ¡Äe ob Dravi,Sredisce ob Dravi,46.3942,16.2681,Slovenia,SI,SVN,SrediÅ¡Äe ob Dravi,admin,,1705613407
1391,StraÅŸeni,Straseni,47.1422,28.6077,Moldova,MD,MDA,StrÄƒÅŸeni,admin,,1498773145
1392,JÃµhvi,Johvi,59.3592,27.4211,Estonia,EE,EST,Ida-Virumaa,admin,,1233731045
1393,BogatiÄ‡,Bogatic,44.8376,19.4807,Serbia,RS,SRB,BogatiÄ‡,admin,,1688635508
